"","Customer_Age","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Exited","male","id"
"213",42,4,"Doctorate","Married","$80K - $120K","Blue",27,5,3,4,31864,0,1.009,1591,35,0.75,0,0,1,1643
"214",32,1,"High School","Single","Less than $40K","Blue",16,2,3,1,3548,2517,0.818,15157,97,0.865,0.709,0,0,9737
"215",46,3,"High School","Single","$60K - $80K","Blue",39,5,3,1,20229,1217,0.741,4270,62,0.55,0.06,0,1,3293
"216",49,4,"High School","Single","$60K - $80K","Blue",30,5,3,3,1579,900,0.592,4354,70,0.707,0.57,0,1,6622
"217",45,3,"High School","Single","$60K - $80K","Blue",35,5,3,3,7050,659,0.52,1236,36,1,0.093,0,1,1908
"218",50,4,"Graduate","Married","$40K - $60K","Blue",38,6,3,3,2845,1153,0.836,3730,66,0.941,0.405,0,1,3187
"219",40,4,"High School","Married","Less than $40K","Blue",31,2,3,3,1968,1781,0.972,5087,69,0.725,0.905,0,0,7797
"220",50,2,"Graduate","Married","$80K - $120K","Silver",42,2,3,3,34516,2517,0.759,8186,85,0.635,0.073,0,1,8814
"221",53,3,"Uneducated","Single","Less than $40K","Blue",35,6,3,1,9786,0,0.701,820,25,0.562,0,1,0,765
"222",47,3,"High School","Single","$40K - $60K","Blue",31,6,3,2,4005,1985,1.356,2344,34,0.7,0.496,0,1,3423
"223",40,3,"Graduate","Married","$60K - $80K","Blue",33,5,3,6,5500,442,0.609,7720,67,0.558,0.08,1,1,9565
"224",44,3,"Graduate","Married","$60K - $80K","Blue",32,2,1,1,20001,0,0.742,8094,96,0.6,0,0,1,8747
"225",52,4,"High School","Single","Unknown","Blue",47,6,2,3,7469,2338,0.441,1212,33,0.32,0.313,0,0,938
"226",53,1,"High School","Single","Less than $40K","Blue",36,3,2,2,2615,1772,0.611,1419,38,0.357,0.678,0,0,980
"227",48,4,"College","Married","$80K - $120K","Blue",44,2,3,3,9524,1449,0.559,7527,58,0.657,0.152,1,1,10049
"228",41,4,"Unknown","Married","$80K - $120K","Blue",28,3,2,3,34516,0,0.743,3811,61,0.743,0,0,1,3246
"229",53,0,"Graduate","Married","Unknown","Blue",36,5,4,3,5843,1162,0.765,4405,67,0.811,0.199,0,0,6754
"230",48,5,"Post-Graduate","Married","$40K - $60K","Blue",38,3,3,1,2926,716,0.949,4219,78,0.592,0.245,0,0,7602
"231",38,2,"College","Married","$80K - $120K","Blue",30,2,3,2,3735,1421,0.57,1837,47,0.741,0.38,0,1,2790
"232",55,1,"Graduate","Married","Unknown","Blue",43,5,4,2,3161,1389,0.307,1547,30,0.429,0.439,0,0,2754
"233",46,1,"Uneducated","Single","$40K - $60K","Blue",30,3,2,1,7195,0,1.035,2751,47,1.136,0,1,0,4822
"234",55,3,"High School","Married","$60K - $80K","Blue",50,2,1,2,5282,1144,0.8,13513,115,0.597,0.217,0,1,9439
"235",49,5,"College","Married","$40K - $60K","Blue",40,4,3,4,3970,892,0.772,13697,102,0.759,0.225,0,1,9896
"236",53,3,"Uneducated","Divorced","Less than $40K","Blue",43,5,1,2,2383,1516,0.857,4917,78,0.95,0.636,0,0,5545
"237",39,4,"Unknown","Married","Unknown","Blue",21,2,3,2,1827,0,0.563,4207,86,0.792,0,0,0,8137
"238",43,3,"High School","Single","$120K +","Blue",36,3,1,3,34516,0,0.852,1996,48,0.548,0,0,1,2972
"239",52,1,"High School","Married","Less than $40K","Blue",36,6,3,3,2133,1469,0.831,1426,37,0.682,0.689,0,0,1165
"240",34,4,"Graduate","Single","Unknown","Silver",29,6,2,2,30702,673,0.721,2652,64,0.524,0.022,0,0,3128
"241",64,0,"Unknown","Married","$40K - $60K","Blue",55,6,3,2,2895,2517,0.322,1541,37,0.609,0.869,0,0,1609
"242",47,5,"College","Single","Less than $40K","Blue",34,4,3,2,5950,0,0.44,4655,66,0.784,0,0,0,6171
"243",31,0,"College","Married","Less than $40K","Blue",21,5,2,2,1677,0,1.369,3059,50,0.613,0,0,0,2937
"244",53,2,"Uneducated","Married","Less than $40K","Blue",42,6,1,5,2322,1284,0.673,1573,27,0.929,0.553,0,0,2157
"245",56,1,"Uneducated","Single","$80K - $120K","Blue",45,3,1,2,17628,1414,0.603,3991,76,0.617,0.08,0,1,4638
"246",29,0,"Post-Graduate","Single","$40K - $60K","Blue",19,4,1,2,13632,1482,0.893,2168,42,2.5,0.109,0,1,806
"247",56,3,"Graduate","Married","$120K +","Blue",46,3,3,2,5270,779,0.731,16179,105,0.694,0.148,0,1,10038
"248",49,2,"Uneducated","Married","Less than $40K","Blue",36,3,4,1,2505,0,0.62,4109,61,0.743,0,0,0,6887
"249",39,2,"High School","Single","$40K - $60K","Blue",28,3,2,2,2751,2258,0.634,4386,67,0.675,0.821,0,0,4780
"250",50,2,"Uneducated","Single","$60K - $80K","Blue",43,4,3,3,4388,642,0.815,3836,81,0.723,0.146,0,1,4860
"251",33,2,"Graduate","Single","Less than $40K","Blue",17,4,3,4,2431,1846,0.612,4327,74,0.644,0.759,0,0,5534
"252",55,3,"Graduate","Married","$80K - $120K","Blue",36,3,2,3,25878,1733,0.438,1777,54,0.862,0.067,0,1,1081
"253",63,2,"High School","Married","$40K - $60K","Blue",36,2,2,2,5007,930,0.885,1050,28,1.154,0.186,0,1,311
"254",59,1,"College","Single","$60K - $80K","Blue",53,2,3,3,14979,0,0.71,530,10,1,0,1,1,145
"255",44,3,"Post-Graduate","Married","$40K - $60K","Blue",36,1,1,2,12552,1405,0.702,15508,95,0.792,0.112,0,1,9452
"256",49,3,"Graduate","Single","$80K - $120K","Blue",36,3,2,1,3261,0,1.012,3081,50,0.667,0,1,1,4497
"257",51,3,"Graduate","Married","$80K - $120K","Blue",36,4,1,0,3418,0,2.594,1887,20,2.333,0,0,1,3
"258",43,2,"Unknown","Married","Less than $40K","Blue",29,4,1,1,3327,2517,0.793,4901,88,0.913,0.757,0,0,7714
"259",39,1,"Uneducated","Married","$40K - $60K","Blue",36,4,1,4,3272,2323,1.123,4763,86,0.593,0.71,0,0,5427
"260",44,4,"Graduate","Married","Unknown","Blue",34,6,4,2,2105,0,0.656,4190,67,0.914,0,0,0,7086
"261",44,0,"Unknown","Married","$40K - $60K","Silver",34,2,1,2,22226,1864,0.864,8753,97,0.702,0.084,0,1,8935
"262",43,4,"Uneducated","Single","Less than $40K","Blue",36,5,3,2,2422,1014,0.688,2437,44,0.467,0.419,1,0,5275
"263",56,1,"College","Married","$80K - $120K","Blue",45,5,1,3,4145,1468,0.579,1238,36,0.5,0.354,0,1,1676
"264",46,1,"Uneducated","Married","$60K - $80K","Blue",27,1,3,1,13056,1890,0.713,14280,102,0.672,0.145,0,1,9563
"265",46,3,"Graduate","Single","Less than $40K","Silver",39,4,3,2,12222,1260,1.138,3418,78,0.733,0.103,0,0,3002
"266",55,2,"Graduate","Married","$40K - $60K","Blue",36,5,3,3,2653,0,0.969,5052,81,0.761,0,0,0,7676
"267",38,1,"Graduate","Unknown","$40K - $60K","Blue",27,5,6,0,13100,1436,0.519,3201,78,0.5,0.11,0,1,7111
"268",50,1,"Unknown","Married","$80K - $120K","Blue",45,5,2,2,33951,0,0.822,1567,44,0.467,0,0,1,785
"269",51,2,"Graduate","Divorced","$120K +","Blue",41,4,2,3,2792,887,0.793,4074,81,0.8,0.318,0,1,6359
"270",37,2,"Uneducated","Single","$60K - $80K","Blue",36,4,2,2,11419,2517,1.211,3000,70,1.059,0.22,0,1,2695
"271",44,4,"College","Married","$60K - $80K","Blue",28,4,2,2,2748,878,0.633,3383,67,0.558,0.32,0,1,4136
"272",65,0,"Post-Graduate","Married","Less than $40K","Blue",56,5,3,2,3549,1880,0.624,1215,22,0.571,0.53,0,0,1892
"273",43,4,"College","Unknown","$40K - $60K","Blue",39,4,1,3,1438.3,0,0.68,4528,83,1.128,0,0,0,7442
"274",52,1,"Graduate","Married","$40K - $60K","Blue",34,3,3,3,4189,2066,0.686,4661,85,0.735,0.493,0,0,6362
"275",47,1,"Unknown","Married","Less than $40K","Blue",35,6,2,4,1850,896,0.724,2613,41,0.708,0.484,1,0,5360
"276",47,3,"Graduate","Divorced","Less than $40K","Blue",40,4,4,3,6397,0,0.632,2511,56,0.556,0,1,1,6502
"277",53,2,"Unknown","Single","Less than $40K","Blue",36,5,2,2,1820,909,0.737,4665,67,0.763,0.499,0,0,6240
"278",59,1,"Graduate","Single","Unknown","Blue",36,3,2,3,10031,0,0.238,1792,29,0.074,0,1,0,6542
"279",50,3,"Uneducated","Married","Less than $40K","Blue",44,2,2,1,1596,1185,0.687,5235,76,1,0.742,0,0,7830
"280",39,2,"High School","Married","Unknown","Blue",27,6,1,3,9347,1988,1.173,2201,46,1.091,0.213,0,0,2051
"281",54,4,"Graduate","Married","Unknown","Blue",43,3,2,3,3805,821,0.807,4326,67,0.811,0.216,0,0,7449
"282",43,3,"Graduate","Divorced","Unknown","Blue",33,6,3,4,14622,0,0.959,4632,67,0.457,0,0,0,3069
"283",61,1,"High School","Single","Less than $40K","Blue",56,3,2,2,3421,2266,0.659,6932,75,0.744,0.662,0,0,8603
"284",49,1,"Graduate","Married","$40K - $60K","Blue",39,3,3,3,7201,1992,0.778,3981,76,0.949,0.277,0,0,6117
"285",29,1,"High School","Married","$40K - $60K","Blue",36,3,1,3,1438.3,0,0.742,2144,41,0.577,0,0,1,1446
"286",34,4,"Graduate","Single","$40K - $60K","Blue",28,5,2,3,2472,1899,0.77,4408,86,0.792,0.768,0,0,5607
"287",50,1,"Unknown","Unknown","$80K - $120K","Blue",36,6,3,4,9959,952,0.825,10310,63,1.1,0.096,1,1,10119
"288",33,3,"Graduate","Single","Less than $40K","Blue",36,5,2,3,1457,0,0.677,2200,45,0.364,0,1,0,6026
"289",54,2,"Unknown","Married","$80K - $120K","Blue",43,6,3,2,5774,1519,0.458,4444,70,0.667,0.263,0,1,5203
"290",47,3,"High School","Married","Unknown","Blue",39,6,3,4,11410,979,1.049,2736,38,0.462,0.086,1,0,4949
"291",44,4,"College","Single","$60K - $80K","Blue",38,6,3,3,5005,969,0.727,5066,71,0.821,0.194,0,1,6801
"292",48,3,"Graduate","Single","Less than $40K","Blue",43,3,3,4,1502,0,0.529,2204,36,0.44,0,1,0,5754
"293",51,3,"Unknown","Unknown","Less than $40K","Blue",36,5,2,2,2267,1357,0.697,4464,85,0.735,0.599,0,0,7527
"294",48,4,"Unknown","Married","Less than $40K","Blue",43,1,1,0,2089,1262,0.886,5069,76,1.111,0.604,0,0,8392
"295",53,1,"Uneducated","Single","Less than $40K","Blue",39,4,3,4,1773,1539,0.893,4087,74,0.762,0.868,0,0,5387
"296",41,4,"Post-Graduate","Married","$40K - $60K","Blue",28,5,3,3,9815,0,0.859,15475,94,0.679,0,0,1,9813
"297",52,1,"Uneducated","Single","$80K - $120K","Blue",37,5,2,2,2733,1306,0.791,1139,39,0.444,0.478,0,1,400
"298",63,0,"College","Single","$60K - $80K","Blue",51,4,2,1,2706,889,0.73,5047,64,0.882,0.329,0,1,6142
"299",46,1,"Graduate","Married","Unknown","Blue",24,3,3,2,2694,1576,0.494,2041,57,0.9,0.585,1,0,7419
"300",43,5,"Graduate","Married","$60K - $80K","Blue",25,1,2,3,4259,0,0.934,7993,71,0.651,0,1,1,9689
"301",42,5,"High School","Unknown","$80K - $120K","Blue",23,3,2,3,7253,0,0.644,7595,83,0.804,0,0,1,8619
"302",35,4,"Uneducated","Married","Unknown","Blue",25,2,3,2,3379,587,0.67,5121,80,0.702,0.174,0,0,8317
"303",36,3,"Unknown","Unknown","$80K - $120K","Blue",36,4,1,2,1815,0,0.478,2039,34,0.36,0,1,1,7245
"304",51,2,"High School","Married","Less than $40K","Blue",45,4,3,2,3183,1358,0.657,3988,81,0.688,0.427,0,0,3710
"305",38,1,"Graduate","Married","$60K - $80K","Blue",31,6,3,3,7475,1473,0.775,1592,30,0.429,0.197,0,1,1182
"306",42,2,"Post-Graduate","Single","$60K - $80K","Blue",26,6,2,3,20803,1747,0.311,4012,60,0.429,0.084,0,1,4527
"307",39,1,"Uneducated","Single","Less than $40K","Blue",35,5,3,0,2062,1302,0.631,3785,63,0.75,0.631,0,0,4575
"308",53,3,"Uneducated","Married","$60K - $80K","Silver",38,1,3,2,32417,871,0.911,14381,121,0.862,0.027,0,1,9368
"309",49,3,"Graduate","Unknown","$60K - $80K","Blue",36,5,2,3,15942,0,0.723,1742,41,0.323,0,0,1,3001
"310",38,2,"High School","Married","$40K - $60K","Blue",36,3,3,1,2801,1980,0.882,1600,45,0.406,0.707,0,1,2048
"311",59,1,"Graduate","Single","Less than $40K","Blue",49,4,3,4,3214,424,0.877,2720,53,0.71,0.132,1,0,5660
"312",50,2,"College","Divorced","Less than $40K","Blue",36,3,3,0,1491,0,0.876,1058,34,0.889,0,0,0,434
"313",45,3,"Post-Graduate","Married","Unknown","Blue",38,5,2,1,2883,1732,0.638,4053,85,0.635,0.601,0,0,4202
"314",45,5,"Graduate","Married","Less than $40K","Blue",39,5,3,2,2867,1209,0.727,5311,81,0.976,0.422,0,0,7720
"315",42,2,"High School","Single","Less than $40K","Blue",23,2,2,3,3172,1160,0.588,4163,83,0.804,0.366,0,0,8220
"316",40,1,"High School","Married","Unknown","Blue",31,3,3,4,15970,1212,0.542,1260,32,0.524,0.076,0,0,1016
"317",47,3,"College","Single","Less than $40K","Blue",36,3,2,1,2500,1169,0.638,4265,87,0.812,0.468,0,0,7394
"318",48,3,"Post-Graduate","Married","$40K - $60K","Blue",36,3,2,4,2954,931,0.575,2433,29,0.381,0.315,1,1,5313
"319",42,2,"Graduate","Single","$60K - $80K","Blue",31,3,2,1,5169,2296,0.773,4656,88,0.796,0.444,0,1,7572
"320",44,2,"Graduate","Married","$60K - $80K","Blue",37,1,1,1,1787,0,0.609,3912,79,0.975,0,0,1,8293
"321",49,2,"High School","Single","$120K +","Blue",42,3,2,4,21144,1190,0.5,4895,66,0.784,0.056,0,1,3188
"322",60,1,"Graduate","Single","$40K - $60K","Blue",54,6,3,3,1848,1408,0.779,4757,75,0.923,0.762,0,1,5734
"323",42,1,"Uneducated","Married","Less than $40K","Blue",29,3,4,2,2756,1911,0.774,4656,62,0.879,0.693,0,0,4930
"324",52,2,"High School","Single","Less than $40K","Blue",36,1,2,3,3029,2267,0.842,14934,113,0.823,0.748,0,0,9356
"325",50,3,"College","Single","$40K - $60K","Blue",36,3,2,2,3069,1881,1.111,2909,58,1.522,0.613,0,1,4087
"326",47,1,"Doctorate","Divorced","$60K - $80K","Blue",42,5,2,0,20979,1800,0.906,1178,27,0.929,0.086,0,1,21
"327",45,3,"Graduate","Married","$60K - $80K","Blue",25,3,3,2,9791,1311,0.704,1649,59,0.513,0.134,0,1,1354
"328",54,2,"College","Single","$120K +","Blue",36,3,2,3,34516,0,0.628,2329,47,0.516,0,1,1,6871
"329",36,5,"Unknown","Single","Less than $40K","Blue",24,3,1,1,2980,2093,0.522,4132,70,0.667,0.702,0,0,5710
"330",51,4,"Graduate","Married","Unknown","Blue",41,2,3,5,3853,696,0.882,2443,38,0.583,0.181,1,0,5891
"331",50,2,"High School","Married","Unknown","Blue",40,2,3,2,19962,0,0.984,14703,119,0.859,0,0,0,9244
"332",33,1,"Uneducated","Single","$60K - $80K","Blue",28,6,3,4,2618,1812,0.706,3319,86,0.911,0.692,0,1,1999
"333",46,2,"Uneducated","Married","$80K - $120K","Blue",38,4,5,2,11434,0,0.84,4520,83,0.844,0,0,1,6653
"334",55,2,"High School","Single","$120K +","Blue",49,6,3,4,3029,1505,0.56,2394,50,0.471,0.497,0,1,5228
"335",36,2,"Uneducated","Married","Unknown","Blue",31,5,3,1,3002,1002,1.033,2624,46,1,0.334,0,0,3176
"336",51,2,"Uneducated","Married","$60K - $80K","Blue",40,2,1,1,3559,0,0.585,4498,94,0.649,0,0,1,8033
"337",57,3,"High School","Single","Less than $40K","Blue",46,1,2,2,2298,1540,0.708,5154,81,0.976,0.67,0,0,8419
"338",56,1,"Unknown","Married","Unknown","Blue",36,6,3,2,24073,1084,0.847,1341,37,1.176,0.045,0,0,2432
"339",43,5,"Graduate","Unknown","$40K - $60K","Blue",38,3,3,2,7599,1100,0.365,4401,71,0.651,0.145,0,1,3735
"340",50,3,"Graduate","Single","$120K +","Blue",42,3,1,3,33996,949,0.846,3569,77,0.571,0.028,0,1,2605
"341",46,3,"Graduate","Married","$120K +","Blue",42,3,3,4,9227,938,0.735,3948,74,0.721,0.102,0,1,2935
"342",45,2,"College","Unknown","$40K - $60K","Blue",36,1,1,1,4718,1591,0.927,4598,80,1,0.337,0,1,8244
"343",53,2,"Graduate","Married","$40K - $60K","Blue",36,6,2,4,2956,1391,0.698,2116,63,0.575,0.471,0,0,1465
"344",47,5,"Graduate","Single","Less than $40K","Blue",36,1,2,1,2761,1950,0.582,4510,88,0.66,0.706,0,0,8365
"345",45,3,"Graduate","Single","$80K - $120K","Blue",36,6,1,3,12810,0,1.363,3174,74,1.114,0,0,1,1589
"346",47,4,"College","Married","$80K - $120K","Blue",33,3,1,3,8854,2382,0.67,4768,81,0.929,0.269,0,1,4227
"347",43,3,"Uneducated","Single","Less than $40K","Blue",36,5,5,3,2652,0,0.665,4676,78,0.773,0,0,0,6851
"348",51,5,"Graduate","Divorced","$120K +","Blue",45,6,3,6,34516,0,0.757,8173,91,1.022,0,1,1,9797
"349",44,3,"Uneducated","Single","Less than $40K","Blue",33,5,3,5,3075,2517,0.922,3534,53,0.71,0.819,0,0,2690
"350",33,2,"College","Single","$80K - $120K","Blue",36,4,3,2,9642,1431,0.561,2172,33,0.571,0.148,1,1,6570
"351",64,0,"Uneducated","Single","Less than $40K","Blue",36,3,2,1,1829,0,0.576,3950,65,0.548,0,0,0,3943
"352",58,0,"Graduate","Married","Less than $40K","Blue",47,5,3,2,2232,786,0.435,1395,39,0.345,0.352,0,0,1769
"353",43,3,"Graduate","Married","Less than $40K","Silver",36,6,2,2,11392,0,0.821,3246,63,0.703,0,0,0,3864
"354",34,3,"College","Single","Less than $40K","Blue",36,3,6,1,7440,704,0.551,2251,63,0.537,0.095,0,0,2438
"355",54,2,"High School","Divorced","Less than $40K","Blue",36,6,3,1,3591,2517,0.665,2313,43,0.536,0.701,1,0,7292
"356",41,3,"Unknown","Divorced","$80K - $120K","Blue",29,5,2,3,30733,1153,0.987,3455,80,0.702,0.038,0,1,3463
"357",40,4,"Unknown","Divorced","$40K - $60K","Gold",28,4,2,2,23981,1788,0.631,1421,34,0.308,0.075,0,1,552
"358",43,3,"Graduate","Single","Less than $40K","Blue",35,1,3,2,1620,771,0.675,4387,91,0.655,0.476,0,0,8163
"359",56,1,"College","Single","$80K - $120K","Blue",36,3,6,0,11751,0,3.397,1539,17,3.25,0,0,1,13
"360",56,4,"Graduate","Married","Unknown","Blue",49,5,1,3,14915,1111,0.846,1388,35,0.667,0.074,0,0,1393
"361",49,5,"Graduate","Married","Unknown","Blue",43,4,3,2,2557,2351,0.807,4342,73,1.147,0.919,0,0,7434
"362",35,2,"Graduate","Single","Less than $40K","Blue",23,6,3,3,2317,1301,0.925,4161,71,1.219,0.562,0,0,5900
"363",49,2,"Uneducated","Single","$40K - $60K","Blue",37,2,1,3,7045,1293,0.628,7381,98,0.607,0.184,0,0,8660
"364",61,1,"Graduate","Unknown","$60K - $80K","Blue",53,1,1,2,6157,581,0.583,4041,65,0.548,0.094,1,1,9188
"365",33,3,"Graduate","Married","$60K - $80K","Blue",15,5,1,3,23399,0,1.051,9356,74,0.85,0,1,1,9314
"366",38,3,"High School","Single","Less than $40K","Blue",26,2,3,0,2920,2426,0.983,2750,41,0.367,0.831,1,0,8268
"367",58,0,"Graduate","Single","Less than $40K","Blue",48,2,2,5,4299,1334,0.66,15068,123,0.685,0.31,0,0,10107
"368",48,1,"Graduate","Unknown","Less than $40K","Blue",43,5,3,3,7199,1031,1.212,4041,73,0.698,0.143,0,1,3620
"369",49,3,"Unknown","Unknown","$120K +","Blue",44,5,2,2,21620,2008,0.691,1300,33,0.5,0.093,0,1,512
"370",47,2,"Uneducated","Single","Less than $40K","Blue",41,4,2,2,2092,1575,0.838,5124,70,0.522,0.753,0,0,5611
"371",50,1,"Graduate","Single","Less than $40K","Blue",36,1,3,4,2422,502,0.997,2548,46,0.484,0.207,1,0,5934
"372",65,1,"High School","Married","Less than $40K","Blue",47,3,2,1,1759,0,1.058,821,18,0.5,0,1,1,922
"373",43,2,"Graduate","Married","$80K - $120K","Blue",38,2,1,2,34516,0,0.674,14160,124,0.771,0,0,1,9742
"374",62,0,"Unknown","Single","Less than $40K","Blue",36,3,2,4,3653,1769,0.825,4423,67,0.763,0.484,0,1,4531
"375",30,0,"Graduate","Divorced","Less than $40K","Blue",17,4,1,3,4704,0,1.177,3294,87,0.891,0,0,0,2932
"376",55,0,"Uneducated","Unknown","Unknown","Blue",39,4,3,3,11249,2012,0.659,3882,55,0.964,0.179,0,0,7209
"377",39,2,"Graduate","Divorced","$60K - $80K","Blue",34,5,1,4,2267,0,0.875,4544,84,0.75,0,0,1,3116
"378",58,1,"Uneducated","Single","$80K - $120K","Blue",54,1,3,1,5182,1459,0.72,7960,112,0.697,0.282,0,1,9061
"379",36,4,"Graduate","Divorced","$120K +","Blue",29,3,2,2,1651,770,0.736,2516,54,0.385,0.466,0,1,2165
"380",41,5,"High School","Married","$60K - $80K","Blue",33,5,3,3,22770,2517,0.994,1882,38,0.652,0.111,0,1,349
"381",48,1,"Graduate","Single","$80K - $120K","Blue",36,1,3,1,2754,2152,0.821,13991,125,0.761,0.781,0,1,9369
"382",47,2,"College","Single","Less than $40K","Blue",40,4,3,3,1789,1088,0.683,4191,90,0.525,0.608,0,0,5462
"383",46,3,"High School","Married","$40K - $60K","Blue",34,2,3,2,8583,0,0.358,1794,31,0.292,0,1,0,5959
"384",39,3,"Unknown","Single","$60K - $80K","Blue",23,1,2,3,7821,2517,0.408,2010,43,0.344,0.322,1,1,4796
"385",42,2,"Graduate","Unknown","$40K - $60K","Blue",30,3,2,5,3735,1723,0.595,14501,92,0.84,0.461,0,1,10102
"386",42,3,"Unknown","Married","$40K - $60K","Blue",29,4,3,4,6698,1327,0.798,4065,77,0.711,0.198,0,1,3387
"387",39,1,"Unknown","Single","$80K - $120K","Silver",28,3,1,3,34516,2017,0.93,8453,90,0.731,0.058,0,1,8636
"388",36,0,"Graduate","Unknown","Less than $40K","Blue",23,5,2,4,5403,1854,0.712,4382,74,0.542,0.343,0,1,3304
"389",33,1,"College","Single","Less than $40K","Silver",17,4,3,2,13431,1583,0.621,2338,71,0.69,0.118,0,0,2914
"390",57,1,"Graduate","Single","$40K - $60K","Blue",48,5,1,0,10953,1945,0.886,1277,29,0.526,0.178,0,0,575
"391",47,3,"College","Married","Less than $40K","Blue",38,5,2,2,1585,1304,0.727,4656,80,0.6,0.823,0,0,6175
"392",34,1,"Uneducated","Married","$60K - $80K","Blue",18,3,2,2,10488,1636,0.681,14719,116,0.681,0.156,0,1,9724
"393",34,2,"Graduate","Married","Less than $40K","Blue",29,5,2,2,5845,0,0.504,2308,35,0.591,0,1,0,5178
"394",48,3,"Graduate","Single","$80K - $120K","Blue",35,3,3,3,21374,0,0.631,4100,79,0.681,0,0,1,2964
"395",40,3,"Uneducated","Single","$80K - $120K","Blue",36,5,2,3,3919,1640,0.8,1872,51,0.5,0.418,0,1,1914
"396",40,2,"Uneducated","Single","Less than $40K","Blue",34,1,2,1,4748,2085,0.615,7288,88,0.6,0.439,0,0,9012
"397",54,1,"College","Married","$120K +","Blue",44,4,3,2,2821,2415,0.441,1419,36,0.8,0.856,0,1,1472
"398",53,1,"Graduate","Married","$80K - $120K","Blue",40,4,3,3,4186,0,0.888,4590,69,0.816,0,0,1,3982
"399",60,1,"Graduate","Single","Less than $40K","Blue",45,2,3,1,9752,1423,0.872,14220,108,0.964,0.146,0,0,9542
"400",54,1,"Graduate","Single","Less than $40K","Blue",45,3,5,5,1438.3,0,0.647,1603,39,0.444,0,1,0,2620
"401",57,3,"Graduate","Unknown","Less than $40K","Blue",47,6,3,1,5225,2290,0.962,4239,69,0.683,0.438,0,0,4204
"402",45,3,"Doctorate","Single","$60K - $80K","Silver",34,3,3,1,27494,879,0.671,14375,112,0.672,0.032,0,1,9710
"403",30,1,"Graduate","Single","$60K - $80K","Blue",36,6,1,2,11371,1015,1.483,2768,68,0.889,0.089,0,1,1699
"404",27,0,"High School","Single","Less than $40K","Blue",18,6,1,4,1438.3,0,0.781,2641,40,0.6,0,1,0,7944
"405",32,0,"High School","Married","$120K +","Blue",27,3,3,4,22382,0,0.418,695,10,0.25,0,1,1,1868
"406",44,3,"High School","Married","$60K - $80K","Blue",36,4,1,2,2188,1241,0.782,4509,67,0.675,0.567,0,1,3560
"407",43,1,"High School","Single","$60K - $80K","Blue",31,5,3,2,2834,1720,0.62,4581,70,0.591,0.607,0,1,5679
"408",41,2,"Graduate","Married","$40K - $60K","Blue",36,6,1,3,11239,1375,0.94,3978,89,0.78,0.122,0,0,3009
"409",51,1,"Uneducated","Married","Unknown","Blue",44,6,2,1,3553,0,0.844,4923,89,0.648,0,0,0,4925
"410",47,4,"Graduate","Married","Unknown","Blue",33,6,3,1,10714,2407,0.378,4328,71,0.543,0.225,0,0,3870
"411",61,1,"Graduate","Single","Less than $40K","Blue",36,3,2,2,3466,1444,0.653,15075,124,0.699,0.417,0,0,9981
"412",33,1,"Graduate","Married","Less than $40K","Blue",20,3,2,4,3792,1625,0.618,1888,39,0.625,0.429,0,0,1960
"413",63,2,"Graduate","Married","$40K - $60K","Blue",53,4,2,4,3067,1874,0.791,1420,32,0.455,0.611,0,0,1718
"414",52,1,"Unknown","Married","$40K - $60K","Blue",36,4,3,3,8455,2517,0.809,8124,73,1.028,0.298,1,1,9755
"415",44,2,"Graduate","Married","$60K - $80K","Blue",36,3,1,2,4141,1424,0.574,3512,65,0.477,0.344,0,1,4404
"416",56,0,"Graduate","Single","$60K - $80K","Blue",44,1,3,2,6828,1859,0.752,14713,104,0.677,0.272,0,1,9988
"417",46,2,"Uneducated","Divorced","$80K - $120K","Blue",36,6,3,3,34516,1597,0.858,1628,51,1.217,0.046,0,1,481
"418",37,3,"Uneducated","Married","$40K - $60K","Blue",25,5,0,3,1438.3,0,1.023,5046,77,0.925,0,0,1,6475
"419",33,2,"Doctorate","Married","$60K - $80K","Blue",28,3,3,3,4049,0,0.898,1742,35,1.5,0,0,1,686
"420",55,2,"Uneducated","Single","$120K +","Blue",36,6,2,3,29795,2364,0.759,3949,71,0.919,0.079,0,1,7564
"421",26,1,"Unknown","Single","Unknown","Blue",15,3,4,3,5464,0,0.7,2473,46,0.484,0,0,0,2137
"422",45,3,"Graduate","Unknown","$80K - $120K","Blue",28,5,3,1,31743,1332,0.665,4293,73,0.622,0.042,0,1,4558
"423",56,2,"High School","Married","Less than $40K","Blue",43,1,2,2,2041,1158,0.563,3588,63,0.432,0.567,0,0,8188
"424",44,3,"High School","Single","Less than $40K","Blue",25,2,1,1,2085,1528,0.664,3805,79,0.795,0.733,0,0,8087
